year,category,occupation,count_all,avg_salary
1980,"Construction","Drywall Installers, Ceiling Tile Installers, and Tapers",108760,30346.593416697313
1980,"Arts, Design, Entertainment, Sports, and Media","Designers",404200,32489.80575210292
1980,"Installation, Maintenance, and Repair","Radio and Telecommunications Equipment Installers and Repairers",273980,51174.19662019125
1980,"Production","Pressers, Textile, Garment, and Related Materials",145740,14579.318478111703
1980,"Social Service","Law enforcement workers, nec",109000,7595.34490825688
1980,"Corporate","Shipping, Receiving, and Traffic Clerks",780860,31280.63142560766
1980,"Corporate","Mail Clerks and Mail Machine Operators, Except Postal Service",224720,19508.727594339623
1980,"Production","Helpers--Production Workers",147860,23098.789699715948
1980,"Food Preparation and Serving","Combined Food Preparation and Serving Workers, Including Fast Food",112720,8811.534465933286
1980,"Social Service","Crossing Guards",58640,12714.62227148704
1980,"Social Service","Physical Therapists",50220,33614.18409000398
1980,"Life, Physical, and Social Science","Physical Scientists, nec",9540,53771.916666666664
1980,"Corporate","Meter Readers, Utilities",47180,31644.482407799915
1980,"Social Service","First-Line Supervisors of Fire Fighting and Prevention Workers",23300,58282.507725321884
1980,"Production","Inspectors, Testers, Sorters, Samplers, and Weighers",1253920,29207.501060673727
1980,"Community and Social Services","Counselors",228400,35998.308909807354
1980,"Construction","Insulation Workers",64160,33031.01504052369
1980,"Extraction","Earth Drillers, Except Oil and Gas",27920,33931.95916905444
1980,"Life, Physical, and Social Science","Biological Scientists",51680,44264.92724458204
1980,"Arts, Design, Entertainment, Sports, and Media","Actors, Producers, and Directors",79860,44869.15890308039
1980,"Construction","Painters, Construction and Maintenance",550800,24459.729493464052
1980,"Business Operations Specialists","Management Analysts",133940,65693.23488129013
1980,"Transportation and Material Moving","Refuse and Recyclable Material Collectors",92780,23647.42837896098
1980,"Production","Painting Workers and Dyers",197180,28809.722689927985
1980,"Production","Metal workers and plastic workers, nec",181860,36973.31263059496
1980,"Building and Grounds Cleaning and Maintenance","Grounds Maintenance Workers",627680,16266.494814236552
1980,"Business Operations Specialists","Claims Adjusters, Appraisers, Examiners, and Investigators",185800,32560.508638320774
1980,"Corporate","Hotel, Motel, and Resort Desk Clerks",89520,15219.134718498657
1980,"Social Service","Therapists, nec",49700,26279.943360160963
1980,"Production","Tailors, Dressmakers, and Sewers",227760,16934.18065068493
1980,"Construction","Plasterers and Stucco Masons",33860,33094.30507974011
1980,"Transportation and Material Moving","Supervisors of Transportation and Material Moving Workers",80860,48110.16992332426
1980,"Life, Physical, and Social Science","Atmospheric and Space Scientists",9940,55967.546780684104
1980,"Arts, Design, Entertainment, Sports, and Media","Musicians, Singers, and Related Workers",166980,22824.171637321833
1980,"Social Service","Supervisors, Protective Service Workers, All Other",26220,43565.28241800152
1980,"Construction","Sheet Metal Workers, metal-working",179460,40321.50278613619
1980,"Construction","Boilermakers",42820,47094.66499299393
1980,"Farming, Fisheries, and Forestry","First-Line Supervisors of Farming, Fishing, and Forestry Workers",82760,36062.13243112615
1980,"Production","Cutting Workers",257300,24966.305033035365
1980,"Transportation and Material Moving","Industrial Truck and Tractor Operators",499200,32764.47100360577
1980,"Corporate","Couriers and Messengers",121220,17119.323543969644
1980,"Production","Plant and System Operators, nec",58840,45906.65168252889
1980,"Social Service","Tour and Travel Guides",42420,17081.611386138615
1980,"Production","Bakers",146500,22217.39017064846
1980,"Architecture and Engineering","Chemical Engineers",62440,69791.13677130044
1980,"Arts, Design, Entertainment, Sports, and Media","Writers and Authors",55040,38956.23737281976
1980,"Social Service","Dieticians and Nutritionists",81780,25437.148447053067
1980,"Construction","Structural Iron and Steel Workers",101460,40724.610240488866
1980,"Production","Paper Goods Machine Setters, Operators, and Tenders",44220,18200.5499773858
1980,"Installation, Maintenance, and Repair","Electric Motor, Power Tool, and Related Repairers",111780,48602.581275720164
1980,"Social Service","Barbers",121780,27550.579857119395
1980,"Production","Medical, Dental, and Ophthalmic Laboratory Technicians",54840,32852.930433989786
1980,"Social Service","Dentists",135620,102704.86900899572
1980,"Social Service","Optometrists",26480,83317.33100453172
1980,"Production","Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",194780,38460.83853578396
1980,"Corporate","Statistical Assistants",170200,26937.092743830788
1980,"Community and Social Services","Community and Social Service Specialists, nec",79080,14812.347243297927
1980,"Transportation and Material Moving","Ship and Boat Captains and Operators",40800,57169.476225490194
1980,"Transportation and Material Moving","Sailors and marine oilers, and ship engineers",48580,33649.2068752573
1980,"Architecture and Engineering","Marine Engineers and Naval Architects",19240,66057.58575883576
1980,"Education, Training, and Library","Librarians",230040,27450.302164840894
1980,"Installation, Maintenance, and Repair","First-Line Supervisors of Mechanics, Installers, and Repairers",176760,53257.70035641547
1980,"Construction","Glaziers",36420,34204.667627677096
1980,"Corporate","Eligibility Interviewers, Government Programs",28280,25878.40258132956
1980,"Installation, Maintenance, and Repair","Industrial and Refractory Machinery Mechanics",541280,40467.75353791014
1980,"Management in Business, Science, and Arts","Medical and Health Services Managers",122920,52080.903595834694
1980,"Production","Food Batchmakers",36540,19299.571428571428
1980,"Production","Structural Metal Fabricators and Fitters",26420,34512.59897804693
1980,"Social Service","Health Diagnosing and Treating Practitioner Support Technicians",110060,28164.990232600398
1980,"Construction","Paving, Surfacing, and Tamping Equipment Operators",103220,34882.0408835497
1980,"Arts, Design, Entertainment, Sports, and Media","Entertainers and Performers, Sports and Related Workers, All Other",62920,26381.318579148123
1980,"Social Service","Medical Records and Health Information Technicians",18040,27726.682649667404
1980,"Life, Physical, and Social Science","Agricultural and Food Scientists",28600,41375.283916083914
1980,"Life, Physical, and Social Science","Psychologists",100640,47883.68049483307
1980,"Life, Physical, and Social Science","Medical Scientists, and Life Scientists, All Other",21920,67694.09283759123
1980,"Production","Machinists",595440,38728.251519884456
1980,"Life, Physical, and Social Science","Biological Technicians",56160,29174.272792022788
1980,"Production","Textile, Apparel, and Furnishings workers, nec",200180,20829.525552003197
1980,"Social Service","First-Line Supervisors of Police and Detectives",55740,56609.49111948331
1980,"Social Service","Licensed Practical and Licensed Vocational Nurses",545160,20239.61804791254
1980,"Installation, Maintenance, and Repair","Bus and Truck Mechanics and Diesel Engine Specialists",163820,39045.38664387743
1980,"Architecture and Engineering","Mechanical Engineers",214740,65107.797429449565
1980,"Social Service","Respiratory Therapists",56080,26954.34646932953
1980,"Social Service","Veterinarians",37440,73587.69003739316
1980,"Production","Etchers, Engravers, and Lithographers",46960,36569.30589863714
1980,"Transportation and Material Moving","Machine Feeders and Offbearers",138920,23490.498848257987
1980,"Social Service","Healthcare Practitioners and Technical Occupations, nec",23800,67127.49516806722
1980,"Production","Water Wastewater Treatment Plant and System Operators",36900,36422.411517615175
1980,"Construction","Cement Masons, Concrete Finishers, and Terrazzo Workers",86880,31706.43560082873
1980,"Life, Physical, and Social Science","Chemists and Materials Scientists",112360,53638.839622641506
1980,"Extraction","Explosives Workers, Ordnance Handling Experts, and Blasters",12920,37135.21710526315
1980,"Food Preparation and Serving","Food Preparation Workers",151680,10556.558379483122
1980,"Social Service","Fire Inspectors",27580,37107.50416968818
1980,"Transportation and Material Moving","Locomotive Engineers and Operators",88860,58742.82973216295
1980,"Social Service","Opticians, Dispensing",53660,30233.96654863958
1980,"Social Service","Baggage Porters, Bellhops, and Concierges",26320,19816.814779635257
1980,"Architecture and Engineering","Industrial Engineers, including Health and Safety",210500,56613.543776722094
1980,"Corporate","Communications Equipment Operators, All Other",98140,51186.983085388216
1980,"Business Operations Specialists","Agents and Business Managers of Artists, Performers, and Athletes",24240,44544.193275577556
1980,"Corporate","Sales Engineers",45540,71018.9642072903
1980,"Building and Grounds Cleaning and Maintenance","Pest Control Workers",42440,27884.206644674836
1980,"Transportation and Material Moving","Crane and Tower Operators",150660,46420.255442718706
1980,"Installation, Maintenance, and Repair","Control and Valve Installers and Repairers",32120,38828.390722291406
1980,"Life, Physical, and Social Science","Social Scientists, nec",18800,39564.2744680851
1980,"Transportation and Material Moving","Railroad Conductors and Yardmasters",59400,58840.79629629629
1980,"Production","Molders, Shapers, and Casters, Except Metal and Plastic",179840,24771.800378113876
1980,"Installation, Maintenance, and Repair","Telecommunications Line Installers and Repairers",65560,49207.05613178768
1980,"Computer and Mathematical","Operations Research Analysts",87000,57257.92252873563
1980,"Transportation and Material Moving","Conveyor operators and tenders, and hoist and winch operators",41160,39478.83855685131
1980,"Education, Training, and Library","Special Education Teachers",38040,27748.446766561516
1980,"Production","Power Plant Operators, Distributors, and Dispatchers",30580,51080.032537606276
1980,"Extraction","Mining Machine Operators",106040,41951.881601282534
1980,"Arts, Design, Entertainment, Sports, and Media","Athletes, Coaches, Umpires, and Related Workers",72200,26471.929085872576
1980,"Building and Grounds Cleaning and Maintenance","First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",25380,34021.17612293144
1980,"Transportation and Material Moving","Parking Lot Attendants",48720,16744.600472085385
1980,"Social Service","Speech Language Pathologists",47400,30209.33470464135
1980,"Production","Chemical Processing Machine Setters, Operators, and Tenders",82460,42393.22235023042
1980,"Installation, Maintenance, and Repair","Computer, Automated Teller, and Office Machine Repairers",48140,48985.079351890316
